17765,51,0
28249,48,0
19833,3,0
10307,39,1
1050,25,1
15419,57,2
12853,62,3
17370,1,4
28732,59,5
8271,3,5
19704,60,5
10140,54,5
5085,45,5
573,34,5
18426,17,5
23360,14,5
7879,13,6
28642,8,7
3650,8,7
21188,64,7
18296,43,7
16155,64,8
20749,0,8
16615,27,8
17758,24,9
1158,63,9
25188,12,9
27176,11,9
5045,28,9
28339,11,10
14618,47,10
14634,49,11
22222,22,11
27228,50,11
16684,42,12
2511,46,12
4298,46,12
6055,29,12
9056,29,13
8264,26,13
23622,27,14
19230,20,14
26512,67,14
16257,15,15
1055,1,15
346,20,15
1300,44,15
4558,18,16
29357,26,16
6396,38,16
15880,10,17
14321,26,17
4123,67,18
13010,44,18
18909,38,18
23844,58,18
12370,10,18
15816,58,19
11707,69,19
2755,58,19
25569,67,20
17618,14,20
1596,69,21
6145,71,21
11714,69,21
9169,71,22
6276,71,23
21195,5,23
14863,5,23
3384,50,24
8599,70,24
2520,28,25
1957,70,26
28510,65,27
16920,65,27
24171,41,27
4113,58,27
11943,65,27
20771,41,28
13342,41,29
1161,30,30
81,29,31
379,29,31
10602,30,32
22785,4,32
535,5,33
7318,30,33
3975,9,33
26321,5,34
3872,9,34
11665,55,34
7950,9,35
28591,55,35
25164,36,35
15725,36,35
28443,36,35
20535,61,36
11019,50,36
10782,61,36
3397,61,37
8080,36,38
22815,6,38
8910,6,38
26409,6,39
18146,6,41
17307,30,41
5243,7,42
2679,7,42
20551,44,43
24763,4,43
285,70,44
14192,7,44
21437,65,44
19950,7,45
14576,66,45
29389,66,45
1809,66,45
5364,68,46
29053,30,46
11856,68,47
2,68,47
5779,53,48
25460,53,49
23753,53,50
2041,40,50
24781,43,50
20902,11,51
28901,11,51
14327,40,51
2358,16,51
26594,16,51
18496,14,52
24970,14,52
27386,20,52
14581,16,52
16883,29,53
1329,52,53
6766,52,53
28222,14,53
20343,52,53
2259,40,53
15252,31,54
20402,11,54
24125,40,54
25764,17,54
19650,64,55
28288,31,55
21175,64,55
3832,36,56
2467,31,56
24217,35,56
29392,35,56
3847,64,57
20903,35,58
23002,37,58
24268,37,58
17603,10,59
20603,35,59
12516,4,60
15346,37,60
8724,2,60
10623,10,61
24355,37,61
22835,66,62
2031,2,62
25799,55,63
1585,55,63
29514,71,63
8266,69,64
16273,34,65
19934,44,65
22653,2,65
14709,44,66
10622,58,66
15389,19,66
9232,19,66
