8641,15,0
2108,13,0
1377,84,0
1272,3,0
8989,9,0
4897,88,0
4217,82,0
5987,24,0
3289,60,0
1151,46,1
1353,31,1
3043,17,1
1881,37,1
2807,10,1
6294,65,1
9781,64,1
8227,28,1
8885,2,1
3765,74,1
8934,38,1
6458,45,1
8311,26,2
7832,27,2
4991,39,2
1671,26,2
9567,85,2
5681,16,2
3815,33,2
9040,18,2
2869,38,2
2106,56,3
6409,73,3
5372,43,3
1298,81,3
796,12,3
9695,93,3
356,72,3
3391,60,4
1251,2,4
8884,45,4
3392,45,4
3755,39,4
1343,89,4
710,57,4
9231,5,4
5986,69,4
5946,50,4
8651,1,4
6737,62,4
8516,80,4
8577,66,4
3789,89,4
8704,21,5
7239,63,5
194,22,5
4607,59,5
2779,92,5
9694,7,5
9158,59,5
8654,34,5
1168,52,5
395,78,5
4727,36,5
9078,56,6
2928,21,6
950,57,6
9693,5,6
5338,69,6
7730,22,6
8596,36,6
7347,87,6
5757,87,6
1665,58,6
7493,79,6
564,34,7
7244,52,7
9925,79,7
6619,54,7
1517,20,7
3268,54,7
7537,48,7
596,53,7
7092,53,7
5940,38,8
8334,1,8
9769,78,8
7880,36,8
7425,6,8
9053,6,8
793,4,8
7966,12,8
4465,66,8
3306,45,8
7650,4,9
9050,77,9
6385,77,9
5173,38,9
5433,42,9
9176,20,10
4734,48,10
119,42,10
795,29,10
7823,50,10
5842,70,10
2044,29,10
7992,38,11
2080,36,11
6831,70,11
8847,62,11
739,25,11
7930,25,11
2178,11,11
1020,58,11
9611,11,11
5686,40,11
9698,63,11
7957,70,11
8352,60,12
9304,60,12
9125,40,12
6397,40,12
619,67,12
9369,67,12
8183,32,12
5913,32,12
3999,61,12
5076,61,12
6023,30,12
4463,30,12
9586,68,12
1194,92,12
5809,54,12
4917,67,12
422,68,12
9320,7,13
296,68,13
3327,95,13
3209,87,13
8256,68,13
4864,95,13
4472,55,13
9008,55,13
1228,23,13
6402,23,13
4715,29,14
385,23,14
1889,0,14
8861,0,14
1440,0,14
3575,53,14
1476,90,14
4905,42,14
2680,29,15
1663,24,15
1479,23,15
3206,90,15
2783,51,15
2608,90,15
2166,51,15
8474,44,15
1724,32,15
7660,95,15
7412,44,15
9212,8,15
7001,44,16
5468,8,16
9332,35,16
1691,35,16
3063,35,16
9224,41,16
9784,41,16
7210,41,16
4263,74,17
8749,74,17
2421,74,17
5389,41,17
5453,19,17
3410,19,17
7766,43,17
4764,83,17
1977,24,18
8843,18,18
9914,41,18
2732,83,18
5246,86,18
3782,83,18
9463,86,18
4824,49,18
2015,18,18
6080,45,19
1847,70,19
8308,51,19
7589,89,19
1203,8,19
4514,8,19
2924,49,19
657,75,19
1046,49,19
7514,75,19
9639,47,19
9661,47,19
75,61,20
4442,6,20
4232,19,20
192,80,20
8927,75,20
4953,94,20
5656,94,20
9326,94,20
1105,91,20
586,74,20
6542,70,20
3968,91,20
7376,23,21
1047,91,21
1959,91,21
7757,76,21
1766,76,21
7023,71,21
3469,71,21
2434,71,21
2074,14,21
6948,14,21
6888,86,22
6828,14,22
1092,47,22
8062,76,22
9161,66,23
5007,14,23
1493,76,24
2186,14,25
6993,14,25
2782,30,25
3140,0,26
8851,55,26
4735,89,27
1466,63,27
8705,94,27
7475,76,28
3980,42,29
5269,42,29
5603,42,29
9967,12,30
7163,23,30
8742,23,30
7700,81,31
5718,18,32
1675,66,32
8736,66,32
2250,68,32
1627,66,32
6399,55,32
7946,42,33
9788,71,33
7635,21,34
6780,53,34
5664,53,34
433,67,34
1419,53,34
7187,91,34
7729,70,35
4423,2,37
642,19,37
1202,4,38
6545,4,38
9752,4,38
9799,23,38
742,54,39
5346,92,39
3367,68,39
3975,76,40
2921,63,40
4811,3,41
2889,44,41
6976,47,42
8208,47,42
2554,47,42
2110,2,43
6743,55,43
5583,55,43
9482,55,43
8669,53,44
3486,20,44
9893,48,45
4548,72,46
7791,86,46
8526,41,47
5682,55,49
7817,55,49
6481,55,49
2458,23,49
8945,79,51
8813,79,51
1980,76,51
5763,55,52
7083,74,53
1892,20,55
8786,41,56
652,41,56
182,77,56
7455,50,57
161,28,58
463,80,60
2477,80,60
9247,80,60
9091,94,60
8618,19,60
3715,7,60
6566,53,61
6776,33,62
4574,47,62
2429,47,62
5065,25,62
4951,64,64
4819,64,64
3433,64,64
5812,64,64
1131,70,64
590,70,64
5416,91,64
7472,44,64
681,28,65
3666,28,65
4661,64,66
1528,43,66
7886,44,66
4358,44,66
2269,82,67
8042,82,67
4655,38,68
764,90,68
7706,82,68
9814,90,68
5943,90,68
6803,91,68
2788,72,70
6334,72,70
4190,72,70
7581,72,70
1520,68,70
8427,95,70
2370,68,70
5484,86,70
1104,0,71
4225,41,71
757,53,72
959,53,72
3691,83,72
5578,83,72
9211,53,72
2670,95,73
840,95,73
8853,95,73
2293,95,73
1983,0,73
4204,41,73
2651,62,74
7559,62,74
4559,62,74
4647,72,76
4682,1,77
8388,1,77
3078,1,77
3956,66,79
2219,66,79
9558,19,79
2466,32,80
8755,65,81
2330,65,81
498,65,81
3247,65,81
8084,54,82
2525,38,83
109,78,84
3035,62,84
8592,78,84
4433,78,84
4662,66,85
9370,19,85
7358,19,85
8743,32,87
3568,30,87
332,78,88
5294,6,89
9435,6,89
9574,6,89
6620,88,90
1758,19,91
3251,19,92
7112,44,92
9101,30,93
7276,48,95
9739,48,95
7868,48,95
8818,40,96
1153,40,96
8686,40,96
3554,77,96
5524,59,97
7678,59,97
4413,59,97
8164,58,98
4079,58,98
7758,47,98
2290,47,98
8009,47,98
7281,94,99
6482,65,99
2076,12,101
5380,14,102
1595,14,102
6155,14,102
5226,14,102
3823,88,103
163,10,104
1626,10,104
2498,50,105
7901,50,105
5563,50,105
9794,50,105
1217,12,108
7375,12,108
9452,12,108
5755,71,109
2190,71,109
2024,37,110
8594,37,110
6047,94,110
3855,37,110
258,94,110
4652,71,110
9259,71,110
8902,94,110
9472,75,111
4024,75,111
3210,75,111
5124,14,111
8835,50,111
7913,52,112
7787,52,112
1967,7,112
630,52,112
40,52,112
2973,52,112
8513,34,113
4927,34,113
4729,48,113
3271,48,114
9271,79,114
7812,48,114
2785,75,114
6168,75,114
6151,41,116
5268,58,117
2740,58,117
4673,58,117
3714,58,117
8662,49,118
9757,49,118
6937,49,118
4298,3,119
9620,87,119
4979,87,119
7427,86,119
1955,68,120
7050,78,121
1741,93,122
678,93,122
4744,93,122
5580,93,122
1025,90,123
1887,90,123
9716,71,123
4348,91,124
892,89,125
7879,11,125
556,11,125
102,11,125
6088,14,125
7575,50,126
5613,4,126
3341,42,128
6143,89,128
6076,42,128
3295,42,128
8018,5,128
222,91,129
9827,90,129
2094,94,130
4320,30,131
6526,30,132
9232,30,132
5879,30,132
682,55,132
1495,30,133
3109,30,133
6716,30,133
4747,80,135
8240,77,137
9753,77,137
5779,77,137
1303,77,137
849,19,138
7902,19,138
3130,19,138
1019,19,138
9697,23,138
505,35,139
2541,35,139
885,55,142
3656,68,142
4923,92,144
2356,92,144
7161,77,144
6723,77,144
5537,29,144
4171,77,144
7988,29,144
5044,65,145
