没什么用拿来占位的第一行，这是第6个文件
0,343,34,40
1,30,43,37
2,622,28,3
3,94,4,52
4,182,32,81
5,254,50,7
6,181,13,9
7,478,5,15
8,338,15,51
9,613,16,47
10,654,36,76
11,254,0,18
12,74,48,31
13,621,25,89
14,475,41,18
15,639,12,41
16,623,49,96
17,2,39,4
18,319,37,62
19,666,8,25
20,460,59,53
21,281,10,54
22,27,35,71
23,166,29,18
24,123,19,58
25,365,2,27
26,149,23,58
27,577,39,43
28,658,28,48
29,506,2,93
30,572,59,53
31,665,14,84
32,507,59,63
33,379,39,4
34,32,50,39
35,660,31,47
36,632,23,18
37,631,7,72
38,296,1,45
39,13,45,37
40,22,6,50
41,46,59,81
42,302,42,59
43,474,57,8
44,308,56,21
45,565,30,32
46,378,7,90
47,326,39,93
48,551,39,6
49,107,11,20
50,637,13,5
51,94,22,97
52,464,23,74
53,181,1,61
54,151,10,47
55,204,50,71
56,241,3,55
57,85,20,25
58,115,20,97
59,395,27,7
60,472,36,95
61,650,55,27
62,639,38,91
63,433,33,20
64,524,56,53
65,431,53,80
66,235,2,51
67,605,26,76
68,346,18,92
69,341,9,36
70,379,24,41
71,188,22,54
72,464,49,57
73,180,46,71
74,299,54,17
75,55,26,92
76,680,38,91
77,369,57,23
78,242,49,84
79,286,3,7
80,503,6,98
81,634,16,90
82,187,4,58
83,382,1,43
84,414,52,97
85,115,44,11
86,318,10,79
87,320,52,77
88,542,31,1
89,238,22,79
90,31,45,29
91,545,14,75
92,335,46,25
93,112,15,48
94,498,52,33
95,574,25,17
96,594,32,92
97,280,41,31
98,555,57,85
99,314,43,19
100,236,42,5
101,112,51,88
102,44,44,3
103,36,3,16
104,9,15,63
105,609,33,70
106,268,23,56
107,237,50,50
108,65,59,54
109,628,20,49
110,235,43,44
111,118,38,96
112,281,20,58
113,147,52,5
114,230,29,58
115,110,38,63
116,161,13,31
117,185,32,79
118,56,25,4
119,451,50,61
120,349,2,25
121,134,12,15
122,205,7,63
123,182,8,9
124,313,16,93
125,154,54,57
126,79,23,96
127,604,17,65
128,381,41,19
129,367,54,62
130,119,48,51
131,154,17,14
132,485,47,5
133,164,59,74
134,133,55,80
135,700,49,41
136,665,54,48
137,403,59,8
138,198,25,62
139,317,37,80
140,153,19,67
141,30,33,83
142,45,45,59
143,655,59,41
144,507,30,48
145,659,1,57
146,428,18,55
147,33,3,1
148,264,39,47
149,425,40,30
150,382,22,28
151,669,45,49
152,551,5,92
153,567,13,48
154,314,7,20
155,672,14,87
156,480,43,91
157,258,24,55
158,229,14,49
159,306,54,29
160,109,31,61
161,605,41,36
162,659,41,86
163,610,40,92
164,499,24,65
165,605,3,91
166,1,28,77
167,46,18,7
168,99,39,53
169,373,46,42
170,19,56,83
171,235,51,76
172,370,53,1
173,388,37,48
174,17,51,9
175,64,7,24
176,438,7,93
177,416,24,79
178,516,6,12
179,628,6,22
180,594,25,3
181,358,6,1
182,127,4,7
183,309,32,82
184,364,19,58
185,532,59,11
186,537,19,68
187,263,19,87
188,357,38,30
189,366,4,75
190,485,21,11
191,128,58,37
192,429,3,6
193,376,38,7
194,607,50,34
195,182,37,23
196,616,34,87
197,203,24,46
198,493,23,40
199,410,12,85
200,477,4,7
201,499,16,85
202,162,12,24
203,614,49,30
204,329,13,51
205,468,36,33
206,542,57,84
207,110,45,72
208,590,32,47
209,508,41,78
210,159,49,82
211,387,11,82
212,336,56,94
213,359,32,8
214,47,53,16
215,72,7,14
216,700,53,26
217,332,52,55
218,554,33,93
219,688,24,81
220,44,50,69
221,173,4,91
222,165,57,41
223,352,4,52
224,455,37,95
225,678,5,4
226,603,29,97
227,549,3,61
228,661,20,32
229,150,10,54
230,440,12,35
231,329,51,7
232,453,1,34
233,8,46,96
234,692,25,98
235,95,14,95
236,618,40,37
237,631,50,57
238,305,23,23
239,288,41,97
240,507,12,10
241,133,24,81
242,667,56,90
243,544,8,43
244,350,24,54
245,470,23,60
246,115,16,14
247,93,43,73
248,363,55,59
249,181,53,84
250,22,39,71
251,163,32,70
252,181,2,44
253,570,42,80
254,648,12,57
255,123,40,61
256,161,24,3
257,141,30,89
258,88,0,87
259,312,14,90
260,34,55,35
261,694,8,92
262,558,10,76
263,535,26,69
264,684,29,41
265,98,0,58
266,115,15,19
267,234,55,19
268,700,58,7
269,29,42,83
270,137,21,84
271,495,36,45
272,160,49,44
273,461,25,41
274,179,29,92
275,394,47,47
276,676,24,30
277,314,15,37
278,389,41,71
279,473,54,67
280,420,44,23
281,462,2,95
282,592,35,5
283,347,23,78
284,59,8,55
285,67,27,51
286,291,11,59
287,220,47,76
288,652,49,80
289,543,56,7
290,538,45,3
291,246,3,96
292,115,26,79
293,308,28,15
294,384,51,62
295,59,57,91
296,114,25,2
297,208,58,73
298,470,54,19
299,34,6,43
300,621,22,88
301,67,42,76
302,694,48,70
303,459,32,50
304,518,35,76
305,71,7,29
306,575,29,4
307,3,32,44
308,98,4,97
309,143,16,30
310,188,36,77
311,8,43,54
312,532,9,92
313,635,54,27
314,524,12,36
315,389,49,96
316,344,44,59
317,203,14,87
318,344,6,56
319,588,32,85
320,91,59,51
321,331,20,14
322,299,14,18
323,16,17,51
324,591,18,52
325,586,32,4
326,108,55,38
327,302,8,65
328,255,45,70
329,650,23,32
330,134,47,74
331,147,17,68
332,303,57,55
333,411,40,69
334,316,18,3
335,439,52,48
336,310,43,82
337,514,59,94
338,436,52,50
339,560,57,7
340,343,22,83
341,533,14,87
342,405,29,70
343,165,15,28
344,391,57,73
345,200,15,81
346,247,26,75
347,516,3,79
348,178,8,69
349,2,17,45
350,174,34,80
351,270,27,81
352,572,39,80
353,661,23,31
354,21,6,28
355,365,20,29
356,332,35,74
357,518,41,20
358,541,44,94
359,527,39,24
360,642,44,34
361,112,28,35
362,489,36,27
363,378,24,28
364,211,55,72
365,51,33,98
366,364,4,81
367,264,25,65
368,657,29,60
369,452,1,84
370,681,39,77
371,264,0,33
372,88,43,87
373,416,16,73
374,98,57,32
375,104,4,1
376,513,17,27
377,97,7,44
378,691,33,93
379,69,44,67
380,686,57,18
381,516,58,6
382,333,45,71
383,540,37,39
384,281,8,40
385,628,42,55
386,591,41,39
387,186,41,55
388,184,52,57
389,246,11,56
390,476,7,82
391,95,11,55
392,540,14,32
393,254,41,19
394,314,54,82
395,343,33,83
396,425,38,98
397,265,57,6
398,317,35,61
399,121,57,28
400,446,0,10
401,116,25,90
402,331,52,6
403,536,4,88
404,517,46,10
405,580,39,81
406,470,58,65
407,522,57,91
408,178,36,41
409,474,51,18
410,59,37,59
411,643,20,68
412,467,41,39
413,585,14,31
414,62,9,90
415,406,56,79
416,67,15,44
417,638,36,15
418,166,47,85
419,323,15,93
420,4,33,67
421,240,5,72
422,331,36,24
423,469,32,50
424,514,44,63
425,545,58,92
426,597,26,75
427,209,14,85
428,600,25,50
429,123,23,96
430,443,25,13
431,639,7,13
432,124,45,41
433,214,31,66
434,176,56,46
435,639,22,63
436,594,17,34
437,341,7,72
438,449,53,87
439,415,14,7
440,494,15,27
441,120,31,90
442,420,46,12
443,411,20,51
444,235,4,76
445,377,13,14
446,88,12,47
447,677,3,68
448,110,8,74
449,434,20,14
450,205,8,31
451,163,18,97
452,96,11,56
453,459,17,5
454,609,16,59
455,410,8,14
456,245,26,17
457,227,7,27
458,295,42,43
459,525,15,24
460,538,34,58
461,152,5,49
462,663,56,43
463,137,19,71
464,262,3,92
465,662,30,41
466,378,56,87
467,258,5,10
468,127,4,12
469,435,48,49
470,412,58,32
471,142,16,77
472,328,1,14
473,397,46,76
474,284,20,19
475,197,7,47
476,12,30,79
477,81,27,84
478,91,40,93
479,157,47,16
480,278,10,35
481,236,53,77
482,268,32,5
483,215,10,83
484,471,14,15
485,50,17,82
486,198,37,81
487,610,37,59
488,588,43,67
489,381,4,39
490,267,44,85
491,422,42,1
492,485,42,63
493,371,17,52
494,680,51,90
495,572,38,39
496,633,35,36
497,280,3,75
498,201,15,10
499,156,13,69
500,467,0,65
501,391,46,18
502,426,42,44
503,28,54,72
504,113,27,95
505,174,10,73
506,326,35,79
507,108,17,80
508,667,10,41
509,75,32,45
510,104,8,10
511,17,10,39
512,339,26,80
513,568,52,93
514,155,43,71
515,402,4,31
516,191,33,5
517,455,42,88
518,439,52,26
519,628,58,21
520,286,44,88
521,332,12,8
522,173,11,11
523,681,57,56
524,266,12,71
525,122,48,88
526,590,53,34
527,364,15,27
528,565,37,55
529,332,7,7
530,111,4,21
531,646,14,60
532,48,5,67
533,59,52,50
534,475,11,25
535,532,8,19
536,273,9,88
537,64,13,65
538,194,59,32
539,328,2,1
540,412,24,93
541,364,35,98
542,378,19,14
543,694,35,75
544,356,15,63
545,331,9,96
546,171,37,30
547,593,43,45
548,558,41,3
549,505,48,88
550,263,50,49
551,689,20,2
552,478,13,42
553,10,56,21
554,46,10,73
555,97,55,95
556,681,1,73
557,204,30,12
558,669,40,39
559,300,54,49
560,118,0,97
561,155,3,30
562,646,5,4
563,492,13,77
564,244,58,55
565,184,48,87
566,632,27,85
567,243,23,59
568,696,58,28
569,413,4,83
570,305,48,40
571,366,39,28
572,7,29,7
573,9,58,55
574,553,51,40
575,91,51,96
576,82,10,63
577,431,4,69
578,251,15,3
579,243,0,23
580,353,26,45
581,320,39,35
582,182,33,92
583,280,21,50
584,65,37,76
585,352,8,90
586,288,31,12
587,383,21,75
588,178,12,24
589,473,46,84
590,186,3,14
591,432,12,81
592,480,12,63
593,259,18,28
594,613,45,34
595,237,1,54
596,476,8,47
597,699,8,51
598,488,37,52
599,553,26,57
600,561,35,47
601,251,51,58
602,178,46,34
603,638,59,65
604,620,5,62
605,228,39,87
606,621,43,16
607,277,0,92
608,437,26,69
609,681,49,55
610,4,31,54
611,21,17,95
612,336,31,24
613,80,6,38
614,665,7,70
615,426,52,35
616,343,28,65
617,407,56,90
618,238,21,24
619,699,50,54
620,16,2,60
621,277,58,31
622,425,2,21
623,78,40,29
624,30,2,82
625,193,59,30
626,421,28,53
627,674,7,86
628,44,18,32
629,194,1,49
630,119,32,75
631,413,21,75
632,46,55,96
633,572,18,29
634,670,26,12
635,448,51,88
636,498,23,77
637,31,11,77
638,95,47,39
639,484,25,35
640,101,40,11
641,406,27,45
642,108,42,75
643,10,0,87
644,446,4,58
645,553,51,85
646,35,43,54
647,146,2,57
648,368,19,79
649,490,12,5
650,169,44,39
651,188,54,51
652,465,54,52
653,252,20,50
654,656,21,69
655,219,34,82
656,682,18,4
657,154,57,26
